SYMBOL HCT15_LARGE_INTESTINE
MIR550B1 0.0036
MIR3925 -0.002
MIR676 -0.005
MIR3940 -0.0266
MIR3935 -0.008
MIR3676 -7e-04
MIR3663 0.0178
MIR3690 0.0905
MIR548AA2 0.0082
MIR3666 0.0355
MIR3692 -0.0284
MIR3691 -0.0078
MIR3928 0.0221
MIR3910-2 0.0043
MIR3913-1 0.021
MIR3942 -0.0079
MIR3661 -0.0159
MIR3689B -0.0067
MIR3150B -0.0142
MIR3613 -0.0125
MIR3908 0.019
MIR3944 0.0163
MIR3714 -0.0041
MIR3610 -0.0088
MIR3180-5 0
MIR3680-1 -0.008
MIR3651 0.0043
MIR548Y 0.0054
MIR3914-2 -0.0528
LOC100500938 -0.0167
IQCJ-SCHIP1 0.0031
LOC100505474 -0.0178
LOC100505478 0.0043
PRKAG2-AS1 0.0109
LOC100505495 -0.0266
RPS17L 2.4035
ISM1-AS1 0.0194
RBM26-AS1 0.0182
LOC100505540 0.0178
LOC100505545 -0.0116
LOC100505549 -0.0178
LINC00578 -0.0139
LINC00672 0.0082
LOC100505583 0.0489
LRRC3C 0.0082
LOC100505619 -0.008
LOC100505622 -0.0266
LOC100505624 0.0126
LOC100505633 -0.0121
FGD5-AS1 0.0268
LOC100505648 -0.0079
LOC100505658 -0.0159
LOC100505659 -0.0142
LOC100505666 0.01
LOC100505676 -0.0142
STARD4-AS1 -0.0159
LOC100505679 0.0047
NAPA-AS1 -0.0159
LOC100505687 -0.0139
LOC100505695 0.0442
LOC100505696 0.0268
LOC100505702 0.0014
LOC100505715 0.0246
LOC100505716 0.0126
LOC100505718 -0.0142
LOC100505738 -0.041
ITGB2-AS1 0.0864
KRTAP16-1 0.0082
LOC100505761 0.0178
LOC100505768 0.0613
LOC100505776 0.0036
LOC100505782 0.0082
LOC100505783 0.0099
LOC100505795 -0.0121
LOC100505806 -0.041
LOC100505812 0.0087
LOC100505817 0.0036
STK4-AS1 0.0099
LOC100505835 -0.0266
LOC100505839 0.0178
LOC100505841 -0.0159
RSBN1L-AS1 0.0103
LOC100505865 -0.008
LOC100505875 0.0014
LOC100505876 0.0288
MAGI2-AS3 0.0103
SLIT2-IT1 -0.0153
TMEM161B-AS1 0.0045
LOC100505912 -0.0153
LOC100505918 -0.0121
C21orf37 0.0023
LOC100505933 0.0178
LOC100505964 0.0522
LINC00645 0.0255
ENO1-AS1 0.0119
LOC100505978 0.0133
LOC100505989 -0.0558
PPP5D1 -0.0159
LOC100506013 -0.0558
LOC100506023 -0.0116
LOC100506025 0.0049
PTOV1-AS1 0.0087
LOC100506035 0.0014
GAS5-AS1 -0.0116
LRRC72 0.0049
LOC100506050 -0.0953
LOC100506054 0.0522
LOC100506060 -0.008
DACT3-AS1 -0.0159
LOC100506071 0.0255
LOC100506082 0.0492
LOC100506083 -0.008
ARL17B 0.6674
LOC100506085 -4e-04
LOC100506100 -0.0305
LOC100506122 -0.0423
LOC100506124 0.0442
LOC100506134 0.0442
LOC100506136 0.0517
ZMYM6NB 0.0115
LOC100506172 0.0159
LOC100506178 0.0049
LOC100506190 -0.0305
LOC100506195 0.0221
LOC100506207 -0.0078
MIR210HG 0.0492
GCFC1-AS1 0.0023
LOC100506229 0.0215
LOC100506233 -0.0569
LOC100506241 0.0221
KRBOX1 0.0256
LOC100506274 -0.0313
LOC100506305 0.0558
HOTAIRM1 0.0036
LOC100506314 0.0489
LOC100506321 -0.0047
LINC00649 0.0023
LOC100506343 0.0128
LOC100506368 0.0033
LOC100506384 -0.0015
LOC100506385 0.0023
LOC100506388 0.1504
LOC100506393 0.0489
LOC100506394 0.0728
ELOVL2-AS1 -0.0078
LOC100506421 0.0142
LOC100506422 -0.0117
CBR3-AS1 0.0593
LINC00648 0.0054
SPAG5-AS1 0.0082
LOC100506451 -0.0277
SRD5A3-AS1 0.0035
LOC100506469 -0.0266
LOC100506472 0.0221
LOC100506474 0.0067
DSCAM-AS1 0.0149
LOC100506497 0.0036
SPTY2D1-AS1 0.0275
LOC100506548 -0.0043
PVRL3-AS1 -0.0289
THEGL 0.0035
C16orf95 0.0217
LOC100506585 0.0109
LOC100506599 0.1323
DCDC5 -0.0167
PXN-AS1 0.029
C17orf112 0.0122
LOC100506655 0
OCLN 0.0379
DDX11-AS1 0.0146
LOC100506668 0.029
AA06 0.0082
IQCH-AS1 0.0219
LOC100506688 0.6751
KDM5B-AS1 0.0162
LINC00327 0.0607
LOC100506710 0.0135
LOC100506713 -7e-04
LOC100506714 0.0067
LOC100506730 0.0115
LOC100506733 -0.009
SLFN12L 0.0082
CASP12 -0.0094
LOC100506746 0.0014
MIR497HG -7e-04
LINC00629 0.0027
OR7E37P -0.0125
IGSF11-AS1 -0.0289
LOC100506776 0.0036
BZRAP1-AS1 0.0122
HOXD-AS2 0.0442
LOC100506795 0.0162
LOC100506801 0.0115
LOC100506804 -0.014
LOC100506810 0.0162
MYLK-AS1 -0.0289
LOC100506834 0.0043
LOC100506835 -0.009
IQCF4 -0.0124
LOC100506844 0.0318
TTN-AS1 -0.0116
LOC100506874 0.0047
LOC100506888 0.0322
LOC100506895 0.0036
MAGOH2 -7e-04
LINC00665 -0.0266
LOC100506939 -0.009
LOC100506963 0.0115
LOC100506990 0.0358
LOC100506994 0.0296
LOC100507003 0.0087
M1 0.0357
LOC100507032 0.0425
LOC100507034 -0.0286
LINC00617 -0.0293
TPBGL 0.0022
LOC100507053 0.0014
LRCOL1 0.0577
MFI2-AS1 -0.0139
PSMD6-AS2 0.0296
TEX26-AS1 0.0052
LOC100507066 0.029
DLG1-AS1 -0.0139
LOC100507091 0.019
GIMD1 0.0106
ADAMTS9-AS2 0.0296
LOC100507117 -0.0269
LOC100507118 0.0047
LOC100507127 -0.0286
SPG20OS -0.0125
LOC100507140 0.0362
LOC100507156 0.0363
CT47A12 0.0027
BOLA3-AS1 -0.006
LOC100507173 0.0013
SLFNL1-AS1 0.0115
LOC100507194 -0.0078
LOC100507203 0.0056
LOC100507205 -0.0167
LOC100507206 -0.0847
LOC100507217 0.0047
RNF157-AS1 0.0122
VWA8-AS1 -0.0125
LOC100507244 0.0482
SNHG16 0.0122
LOC100507250 0.021
LOC100507254 0.0056
MEG9 -0.0293
LOC100507266 0.0193
ZNF865 -0.0173
TMEM44-AS1 -0.0139
LOC100507299 0.0482
LOC100507300 -0.0167
ERVK13-1 0
LOC100507331 -0.002
LOC100507334 0.0142
LOC100507341 0.0173
LOC100507346 0.0043
LOC100507351 0.0122
LOC100507362 0.0013
LOC100507373 -0.0266
LOC100507377 -0.004
LOC100507384 -0.0167
LOC100507387 -0.0345
LOC100507389 0.0074
LOC100507391 -0.0139
FLI1-AS1 0.0016
LRP4-AS1 -0.0167
LOC100507410 0.0122
TMEM178B 0.0024
MKNK1-AS1 0.0518
LOC100507424 0.0173
LOC100507433 -0.0266
MICA 0.1441
LOC100507443 0.0453
LOC100507462 0.0056
LOC100507463 -0.002
ATPBD4-AS1 -0.0079
GRID1-AS1 -0.002
LOC100507472 0.0181
IDH1-AS1 -0.0153
LOC100507489 0.0056
SDCBP2-AS1 0.0988
LOC100507500 -0.0276
LOC100507501 0
ARHGEF26-AS1 -0.0108
THEG5 -0.0266
LOC100507537 0.0091
LOC100507547 0.1441
LOC100507557 0.0056
LOC100507564 0.0106
RAB11B-AS1 -0.0266
LOC100507577 -0.008
LOC100507582 -0.0118
LOC100507584 -0.002
TGFBR3L -0.0266
NAGPA-AS1 0
LOC100507600 -0.0345
LOC100507605 0.009
LINC00658 0.0194
LOC100507632 -0.0142
LOC100507634 0.0106
LOC100507651 -0.0142
MARK2P9 0.0178
MUC22 0.0342
LOC100508120 -0.0078
CPB2-AS1 -0.0125
SMC4 0.0031
GJC1 0.014
LY75-CD302 0.023
ARPC4-TTLL3 -0.0118
MSANTD3-TMEFF1 0.0043
RBM14-RBM4 0.5897
APITD1-CORT 0.009
ATP5J2-PTCD1 0.0094
ABHD14A-ACY1 -0.0124
CCDC169-SOHLH2 -0.0125
RNF103-CHMP3 -0.006
TMPRSS4-AS1 -0.0236
TMEM110-MUSTN1 -0.0124
SPINLW1-WFDC6 0.0099
C15orf38-AP3S2 0.0047
NT5C1B-RDH14 0.0067
CAHM -0.0284
INMT-FAM188B 0.0036
SLX1A-SULT1A3 0
SLX1B-SULT1A4 0
PHOSPHO2-KLHL23 0.0442
SEPT5-GP1BB 0.0221
FPGT-TNNI3K -0.0143
BLOC1S5-TXNDC5 -0.0078
EEF1E1-MUTED -0.0078
RPL17-C18ORF32 0.0322
TGIF2-C20ORF24 0.0099
GIMAP1-GIMAP5 0.0246
GJA9-MYCBP 0.0115
HEATR8-TTC4 0.0106
PMF1-BGLAP -0.0121
LOC100527964 -0.0018
TMEM56-RWDD3 0.0613
C10orf32-AS3MT 0.0178
TMX2-CTNND1 0.0252
SAA2-SAA4 0.0275
ARL2-SNX15 0.0252
HSPB2-C11orf52 -0.0236
ST20-MTHFS -0.0029
BLOC1S1-RDH5 0.0318
POC1B-GALNT4 -0.004
FKBP1A-SDCBP2 0.0988
KLRC4-KLRK1 0.0489
ARMCX5-GPRASP2 0.0183
NEDD8-MDP1 0.0529
BCL2L2-PABPN1 0.0529
SERF2-C15ORF63 0.0386
RPL36A-HNRNPH2 0.0183
CORO7-PAM16 0
TEN1-CDK3 0.0122
RAD51L3-RFFL 0.0082
RNASEK-C17ORF49 -7e-04
C17orf61-PLSCR3 -7e-04
ZNF559-ZNF177 -0.0266
RPS10-NUDT3 -0.002
ZNF816-ZNF321P 0.0224
HSPE1-MOB4 0.0362
CKLF-CMTM1 -0.008
SYNJ2BP-COX16 -0.0047
CHURC1-FNTB -0.0047
MIA-RAB4B -0.0266
RAB4B-EGLN2 -0.0266
ZNF625-ZNF20 -0.0266
AP1M2 -0.0266
NPHP3-ACAD11 -0.001
NDUFC2-KCTD14 0.0022
COMMD3-BMI1 0.009
MSH5-SAPCD1 0.1441
INO80B-WBP1 -0.006
C1orf151-NBL1 0.0115
ATP6V1G2-DDX39B 0.1441
PIR-FIGF 0.0905
PPT2-EGFL8 0.1441
C8orf44-SGK3 -0.0142
ZHX1-C8ORF76 -0.0088
RTEL1-TNFRSF6B -0.0015
ZNF670-ZNF695 0.0298
UBE2F-SCLY 0.0274
FXYD6-FXYD2 -0.0236
SEC24B-AS1 0.0368
ZNF664-FAM101A -0.0847
ARHGAP19-SLIT1 0.0178
FAM24B-CUZD1 0.0163
PRH1-PRR4 0.0489
BIVM-ERCC5 0.0182
DYX1C1-CCPG1 0.0219
FAM18B2-CDRT4 -7e-04
RBAK-LOC389458 0.0049
SENP3-EIF4A1 -7e-04
P2RX5-TAX1BP3 -7e-04
SLMO2-ATP5E -0.0015
APOC4-APOC2 -0.0159
MAGEA10-MAGEA5 0.0583
TNFAIP8L2-SCNM1 0.0288
HOXA10-HOXA9 0.0036
URGCP-MRPS24 0.0036
STX16-NPEPL1 -0.0015
HNRNPUL2-BSCL2 0.0252
ISY1-RAB43 0.0425
TM4SF19-TCTEX1D2 -0.0139
C1QTNF3-AMACR -0.0043
UBA2 -0.0266
SAE1 -0.0159
LINC00159 0.0023
FARSB -0.0153
ABCC5 -0.0139
ABCB6 -0.0153
DNM1L 0.0614
CDH8 -0.008
ABCC9 0.0489
ABCF2 0.6201
MIR4464 0.0217
MIR2681 0.0182
MIR4793 -0.0124
MIR4680 0.0178
MIR4668 0.0043
MIR4469 -0.0058
MIR4648 0.0049
MIR4653 0.0094
MIR4486 0.0275
MIR4697 0.0016
MIR4695 0.0115
MIR4523 0.0082
MIR4647 -0.002
MIR4731 -7e-04
MIR4686 0.0492
MIR4679-1 0.0178
MIR4526 0.0286
MIR3689D1 -0.0067
MIR4728 0.0082
MIR4699 -0.004
MIR499B 0.0099
MIR4787 -0.0124
MIR4741 0.0218
MIR4458 -0.041
MIR4763 0.0067
MIR548AN 0.0183
MIR4534 0.0221
MIR4769 -0.005
MIR4760 0.0149
MIR4720 0.0217
MIR4480 -1.0584
MIR4804 0.0379
MIR4726 0.0082
MIR4466 -0.0364
MIR4536-1 -0.005
MIR4772 0.0142
MIR4505 -0.0293
MIR4779 -0.006
MIR4655 0.0049
MIR4795 0.0171
MIR4483 0.0178
MIR4530 -0.0266
MIR4420 0.0115
MIR4796 -0.0289
MIR4722 0.0217
MIR4754 -0.0173
MIR378D2 -0.0142
MIR4739 0.0122
MIR4752 0.0224
MIR4719 0.0159
MIR3545 0.0133
MIR4643 0.0217
MIR4633 -0.0159
MIR4708 -0.0047
MIR4641 -0.002
MIR4498 0.029
MIR4465 0.0056
MIR4514 -0.0029
MIR4500 0.0182
MIR4513 -0.0018
MIR371B 0.0224
MIR4490 0.0235
MIR4783 0.0143
MIR548O2 0.0099
MIR4679-2 0.0178
MIR4453 -0.0197
MIR4718 0
MIR378D1 0.0193
MIR4634 -0.0345
MIR4734 0.0082
MIR4729 0.0122
MIR4652 0.0517
MIR4439 -0.0153
MIR4782 -0.0024
MIR4461 -0.0159
MIR4737 0.0122
MIR4709 -0.0293
MIR3689F -0.0067
MIR4437 -0.0116
MIR4667 0.0135
MIR548AL 0.0033
MIR4797 -0.0139
MIR4765 -0.0334
MIR4736 0.0122
MIR4753 0.0162
MIR4756 -0.0015
MIR4468 0.0024
MIR4473 -0.0228
MIR4646 0.1441
MIR4519 0
MIR4454 0.0193
MIR4457 -0.041
MIR4669 -0.0067
MIR4640 0.0342
MIR3529 0.0047
MIR4705 0.0182
MIR4717 0
MIR4673 0.038
MIR4759 0.0023
MIR3976 0.0152
MIR4661 -0.0142
MIR4799 -0.0116
MIR4724 0.0082
MIR4768 0.0905
MIR3960 -0.0305
MIR548AJ2 0.0905
MIR4762 0.0067
MIR4721 0
MIR3975 0.0218
MIR4516 0
MIR4663 -0.0088
MIR4701 0.0318
MIR4485 0.0091
MIR4733 0.0082
MIR4776-1 -0.0153
MIR4472-1 -0.0024
MIR4639 -0.0078
MIR4651 -0.0528
MIR4637 -0.0043
MIR4422 0.0106
MIR451B 0.0082
MIR4802 -0.0238
MIR4508 0.0083
MIR4522 0.0082
MIR4540 0.0135
MIR3974 0.0489
MIR4503 0.0054
MIR4788 0.0074
MIR4738 0.0122
MIR4766 0.0221
MIR4489 0.0252
MIR4645 -0.0078
MIR4676 -0.002
MIR4665 -0.0228
MIR4475 0.0135
MIR4529 -0.0178
MIR4791 -0.0041
MIR4690 0.0252
MIR4510 -0.0079
MIR4740 0.0355
MIR4764 0.0221
MIR4678 0.0178
MIR3977 0.0045
MIR4450 0.0014
MIR4710 0.0133
MIR4674 0.038
MIR3688-2 0.5457
MIR4499 0.0607
MIR4757 0.0067
MIR4666A 0.0162
MIR4472-2 0.029
MIR3973 -0.0167
MIR4478 -0.0305
MIR4749 0.0087
MIR4750 0.0087
MIR4781 0.0106
MIR4524A 0.0122
MIR4777 0.0274
MIR4664 -0.0024
MIR4493 -0.0236
MIR4682 0.0178
MIR4482-1 0.0178
MIR1245B 0.0362
MIR4460 -0.0159
MIR4636 -0.041
MIR4484 0.0163
MIR4424 -0.0018
MIR4700 0.029
MIR4491 -0.0236
MIR4716 4e-04
MIR3689C -0.0067
MIR4790 -0.0118
MIR2964A -0.0305
MIR4747 -0.0266
MIR4794 0.0177
MIR548AE2 -0.0043
MIR4758 -0.0015
MIR4638 -0.0061
MIR4677 0.0298
MIR3689D2 -0.0067
MIR4426 0.0106
MIR4649 0.0036
MIR548AI -1.62
MIR4659A -0.0367
MIR4451 0.0014
MIR4660 -0.0108
MIR4670 0.0043
MIR4642 -0.002
MIR4532 -0.0015
MIR550A3 0.0036
MIR4531 -0.0159
MIR4774 0.0442
MIR3591 -0.0178
MIR4800 0.0193
MIR4730 0.0355
MIR2467 0.0274
MIR4775 0.0453
MIR4533 -0.0015
MIR4735 -0.0086
MIR4785 0.023
MIR4743 0.0322
MIR4467 -0.0195
MIR4688 -0.0167
MIR4713 4e-04
MIR4746 -0.0266
MIR4659B -0.0367
MIR4770 0.0905
MIR4492 -0.0236
MIR4803 0.0379
MIR4784 -0.0345
MIR4511 0.0219
MIR4671 0.0162
MIR4456 0.1091
MIR4675 0.009
MIR548AC 0.0115
MIR4732 0.0082
MIR4654 -0.0121
MIR3064 0.0122
MIR4723 0.0082
MIR4427 0.0162
MIR4684 0.0115
MIR4773-1 0.023
MIR4657 0.0036
MIR4789 -0.0139
MIR4712 4e-04
MIR4440 0.0274
MIR4681 0.0178
MIR4436A -0.0146
MIR3198-2 0.0318
MIR4520A -7e-04
MIR4696 0.0022
MIR4691 0.0022
MIR4515 0.0047
MIR4518 0
MIR4521 -7e-04
MIR4443 -0.0124
MIR5047 0.0122
MIR4711 0.0154
MIR4692 0.0022
MIR4462 -0.002
MIR4761 0.0221
MIR4535 0.0067
MIR4727 0.0082
MIR4786 0.0274
MIR4773-2 0.023
MIR4434 -0.006
MIR4744 0.0322
MIR4689 0.0119
MIR4703 -0.0125
MIR4707 0.0529
MIR4748 -0.0266
MIR4694 0.0275
MIR4672 -0.0305
MIR4644 -0.0284
MIR4714 0.0181
MIR4755 0.0099
MIR4801 -0.0238
MIR4449 0.0324
MIR1343 -0.0167
MIR4632 0.009
MIR4658 0.0094
MIR4474 -0.0228
MIR4780 -0.0146
MIR4792 -0.0041
MIR4725 0.0082
MIR4471 -0.0142
MIR2682 0.0613
MIR4687 0.0492
MIR4497 0.029
MIR4476 0.0135
MIR4693 -0.0094
MIR5095 0.0154
MIR4745 -0.0266
MIR3689E -0.0067
MIR4778 -0.006
MIR4656 0.0049
MIR4520B -7e-04
MIR4767 0.0905
MIR4742 0.0162
MIR4429 0.0067
MIR4488 0.0252
MIR4798 0.0193
MIR4776-2 -0.0153
MIR4432 -0.006
MIR4715 -0.0148
MIR548AD -0.0128
MIR4446 -0.0289
MIR4442 -0.0041
MIR4635 -0.041
MIR4479 0.038
MIR4423 0.0613
MIR4685 0.0178
MIR4751 0.0087
MIR4470 -0.0142
MIR4698 0.0318
MIR4517 0
MIR4417 0.0119
MIR4706 -0.0047
MIR3978 0.0183
MIR378F 0.0115
MIR4441 0.0274
MIR2392 -0.0293
MIR378E -0.0345
MIR4683 -0.0191
LOC100616530 -0.0142
TPTE2P5 -0.0125
NR1H3 -0.0167
DIO2-AS1 -0.0293
DNM3OS -0.0116
MIR3155B -0.0286
COX17 -0.0289
LOC100630918 -0.006
LOC100630923 -0.0195
LOC100631378 -0.0266
FAM47E-STBD1 0.0014
LINC00659 -0.0015
LOC100652739 0.0056
PRICKLE2-AS1 0.0296
LOC100652768 -0.0236
LOC100652770 0.0218
SNX29P1 0
LOC100652791 -0.0367
CACNA1C-AS1 0.0173
HP07349 -0.0159
TMCO5B -0.0053
ALOX15P1 -7e-04
LOC100652909 -0.0266
LOC100652999 0.0318
LOC100653515 0.0122
SCAMP2 -0.0018
SCAMP3 0.01
IL18BP 0.0022
RWDD2B 0.0023
CDH9 -0.0043
MUC12 0.0094
DPP3 0.0252
SNUPN -0.0018
HUWE1 -0.005
PCAT1 -0.0197
HIF1A-AS2 -0.0047
RCAN3AS 0.0115
HTT-AS1 0.0193
PTPRU 0.0115
TSPAN32 0.0492
KLHL7-AS1 0.0049
LUST -0.0124
TSSC4 0.0492
ATP9A -0.0015
CDH10 -0.0043
PDCD7 0.0219
GPC6 0.0182
MYZAP 0.0219
USH1C 0.0275
PQBP1 -0.005
MIR5197 -0.0159
MIR5009 0.0573
MIR5000 -0.006
MIR5007 -0.0125
MIR5583-2 0.0218
MIR5689 -0.0078
MIR5579 0.0022
MIR5680 -0.0142
MIR5011 0.0036
MIR5693 -0.0125
MIR5188 -0.0847
MIR5696 0.0142
MIR4524B 0.0122
MIR1295B -0.0116
MIR5581 0.0115
MIR5004 -0.002
MIR5100 -0.0191
MIR5691 0.0091
MIR5692C2 0.0094
MIR5687 -0.0043
MIR5582 -0.0167
MIR5002 -0.0289
MIR5093 0.0217
MIR5091 -0.0153
MIR5698 -0.0155
MIR5583-1 0.0218
MIR5006 -0.0125
MIR5705 0.0014
MIR5587 0
MIR5003 0.0045
MIR5700 -0.004
MIR5707 0.0109
MIR5186 -0.0108
MIR5001 0.0274
MIR5092 -0.0289
MIR5704 -0.0507
MIR3680-2 -0.008
MIR5087 0.0288
MIR548AU 0.0043
MIR5010 0.0082
MIR5690 -0.002
MIR4999 -0.0266
MIR5191 0.0031
MIR5194 -0.0269
MIR644B 0.0583
MIR5702 -0.0153
MIR5708 -0.0142
MIR5189 0.0217
MIR5681A -0.0142
MIR5094 0.0047
MIR548AX 0.0905
MIR5692A1 0.0103
MIR5089 0.0209
MIR548AO -0.0142
MIR5196 -0.0266
MIR5008 0.0162
MIR5090 -0.0195
MIR5088 0.0087
MIR5685 0.016
MIR5580 0.0054
MIR5688 0.0171
MIR548AQ -0.0108
MIR5193 -0.0124
MIR5190 0.0286
MIR5703 -0.0153
MIR548AV 0.0213
MIR548AP 0.0047
MIR5699 -0.0286
MIR5192 -0.006
MIR5586 0.0255
MIR5584 0.0115
MIR5187 -0.0121
MIR5681B -0.0142
MIR548AS -0.0114
EDIL3 0.0045
EGFLAM-AS4 -0.0043
NEGR1-IT1 0.0177
ZRANB2-AS2 0.0177
LINC00536 -0.0088
LOC100859930 -0.0061
HHLA1 -0.0269
LOC100861402 0.0442
FSBP -0.0142
NARR 0.0082
LINC00538 0.0162
LRRC3-AS1 0.0864
POU6F2-AS1 0.0036
LINC00489 0.0099
CYP3A7-CYP3AP1 0.0094
LINC00558 -0.0125
LINC00563 -0.0125
LINC00565 0.0728
ALDH1L1-AS2 0.0425
LOC100862671 0
NAALADL2-AS3 -0.0139
LINC00507 -0.0847
DIP2A-IT1 0.0864
LINC00441 -0.0125
UPK1A-AS1 -0.0266
COL4A3BP 0.0379
LOC100873065 0.0905
RNU6-33 -0.0116
RNU6-34 -0.0116
RNU6-35 0.0158
RNU6-16 -0.0167
RNU6-52 -0.0255
RNU6-53 0.0728
RNU6-64 -0.0125
RNU6-66 -0.0125
RNU6-67 0.0607
RNU6-69 0.0182
RNU6-71 -0.0125
RNU6-76 -0.0125
RNU6-78 0.0052
ZFX-AS1 0.0905
DPYD-AS1 0.0613
MTOR-AS1 0.009
LNX1-AS1 0.0158
OPA1-AS1 -0.0139
PHEX-AS1 0.0905
HLTF-AS1 -0.0108
VAV3-AS1 -0.0262
NREP-AS1 -0.0159
SNRK-AS1 0.0256
LNX1-AS2 0.0158
LINC00278 -0.8796
MED4-AS1 -0.0125
GPC5-AS1 0.0182
GPC6-AS2 0.0182
CNTN4-AS2 -0.1173
ABCC5-AS1 -0.0139
MAGI1-AS1 0.0296
GRM5-AS1 0.0033
KCNQ5-AS1 -0.014
NAV2-AS5 0.0275
SYNPR-AS1 0.0296
EPN2-AS1 0.0385
MAGI2-AS2 0.0103
TPRG1-AS2 -0.0139
SGOL1-AS1 -0.0041
WDR52-AS1 -0.0289
PRRT3-AS1 -0.0118
CADM2-AS2 0.0171
MACC1-AS1 0.0049
HM13-AS1 0.0099
LINC00499 -0.0116
LZTS1-AS1 0.0363
LINC00534 -0.0142
JRKL-AS1 -0.0094
LINC00568 0.0288
LINC00570 0.0067
NLGN4Y-AS1 -0.8796
COX10-AS1 -7e-04
LINC00297 0.0052
PCDH9-AS2 -0.0067
DLEU7-AS1 -0.0125
KCNAB1-AS2 0.0091
KCNAB1-AS1 0.0091
PCDH9-AS3 -0.0067
SLC6A1-AS1 -0.0118
BRWD1-AS1 0.0593
ADIPOQ-AS1 -0.0139
HS6ST2-AS1 0.0027
MTUS2-AS1 0.0052
CCDC13-AS1 0.0256
ZNRF3-AS1 0.0221
LINC00331 0.0182
LINC00332 -0.0125
LINC00333 0.0182
LINC00351 0.0182
LINC00353 0.0182
LINC00366 -0.0125
LINC00379 0.0182
LINC00381 0.0872
LINC00398 0.0052
LINC00423 -0.0125
LINC00433 0.0182
LINC00439 0.0182
LINC00443 -0.0114
LINC00446 0.0182
LINC00457 -0.0125
LINC00424 0.0607
LINC00502 0.0178
FRMD6-AS2 0.0054
LINC00559 0.0182
LINC00571 -0.0125
SAMSN1-AS1 0.0023
CLDN10-AS1 0.0182
DIAPH3-AS1 -0.0067
DIAPH3-AS2 -0.0067
EFCAB6-AS1 -0.0035
SHANK2-AS1 0.0022
ARHGEF3-AS1 -0.0179
COL4A2-AS1 0.0728
ALDH1L1-AS1 0.0425
OSBPL10-AS1 0.0489
ST3GAL6-AS1 -0.0316
NDFIP2-AS1 0.0182
MYCBP2-AS1 0.0182
POU4F1-AS1 0.0182
SPATA13-AS1 -7e-04
CACNA1C-AS4 0.0173
COL18A1-AS2 0.0864
CACNA2D3-AS1 -0.0124
ARHGAP26-AS1 -0.0159
STARD13-AS2 -0.0125
PRICKLE2-AS2 0.0296
PRICKLE2-AS3 0.0296
DENND5B-AS1 -0.0037
KIRREL3-AS2 -0.0236
PDZK1IP1-AS1 0.0518
RNASEH2B-AS1 -0.0125
TMEM106A-AS1 0.014
AOAH-IT1 0.0036
EMCN-IT3 0.0014
MLIP-IT1 0.016
NRG1-IT3 0.0173
SYNJ2-IT1 -0.0284
EPN2-IT1 0.0385
SIK3-IT1 -0.0236
HOXA-AS4 0.0036
DSCAM-IT1 0.0149
KCNMB2-IT1 -0.0139
RNF216-IT1 0.0049
RPS6KA2-IT1 -0.0284
PPP2R2B-IT1 -0.0159
HOXC-AS5 0.0318
CACNA1C-IT3 0.0173
ARHGEF38-IT1 0.0106
SMIM2-IT1 -0.0125
ANKRD20A12P 0.0288
BANCR 0.0482
UGDH-AS1 -0.0238
PCCA-AS1 0.0182
NALCN-AS1 0.0182
LINC-ROR -0.0178
VWC2L-IT1 -0.0153
LINC00348 -0.0067
MYO16-AS1 0.0728
LARS2-AS1 0.0256
SLC9A9-AS1 0.0074
LINC00210 0.0162
PTGES3L 0.014
PTGES3L-AARSD1 0.014
RNA5SP244 0.0024
PTCSC3 0.0054
RNA5SP411 -0.008
RNU6-48 0.009
MRPS31P3 -0.0125
LINC00359 0.0182
LINC00651 -0.0015
KCNK7 0.0252
CDH11 -0.008
UST 0.0056
APOBEC3A_B 0.0221
ARPC5 -0.0018
ARPC4 -0.0118
ARPC3 0.029
ARPC1B 0.0094
ACTR3 -0.0024
ACTR2 -0.006
TSPAN5 0.0014
TSPAN3 -0.0072
C7orf55-LUC7L2 0.0024
PYURF 0.0014
ADAM8 0.0163
CDH12 -0.0043
TSPAN2 0.0288
NUBP2 0
TSFM 0.0318
TSPAN1 0.0518
PPIF -0.002
CTDSP2 0.0318
TRIM10 0.0342
ARPC2 -0.0153
SGK2 0.0099
RAD50 -0.0159
KIF20A -0.0159
PREB 0.0126
HIPK3 -0.0167
FEM1B 0.0219
ENAM 0.0014
CDH13 0.0217
ACTR1B 0.0504
ACTR1A 0.0178
ARL4C 0.0274
ARL4A 0.0049
RASGRP1 -0.0079
DNAL4 0.0221
ZNF263 0
LRPPRC -0.0128
FRY 2.095
CDH15 0.0217
PDIA6 0.0067
TRAP1 0
OPTN -0.0399
BCAP31 0.0583
NAMPT 0.0065
CELA3A 0.0115
RBM12 0.0099
YAF2 -0.0046
ARFRP1 -0.0015
CDH16 -0.008
TOB1 0.0445
C4orf6 0.0193
AKAP9 0.0517
CLEC3A 0.0159
FAM13A 0.0014
G3BP1 -0.0159
SUGP2 -0.0266
EBI3 -0.0266
GPR64 0.0905
CDH17 -0.0142
MBNL2 0.0182
HNRNPA3P1 -0.009
ABI2 0.0362
CEBPZ 0.0288
PLXNC1 -0.004
TRIM28 -0.0173
RASA4 -0.0195
AASS 0.0355
PDZK1IP1 0.0518
ATP6AP2 -0.005
CDH18 -0.0043
FARP1 0.0182
LPAR6 -0.0125
LPCAT3 0.0173
WASF2 0.0115
CHST4 -0.008
SLC25A13 0.0517
SLC25A15 -0.0125
